Image,True Class,Noise,OCR Text,Characters,Words
0000154137.tif,resume,contrast,"Curiiculum Vitac GARi HELLMANN PERSONA: D4TA: Acdress: 332 P!juea: iel Lrive, Lex ing:on Ke#iusy 4050; Phona (6J6)226-4206 nem } 606)z58-sz02 (~ors} Cate 3f Birt?: 5-31-32 cuis'i {encucky Marical Scatus Xerried 1973, cilce: EDUCA ON: 1970 Graduated from hizh schopl 1974 in Bi? 4n2 Inglisho Centre ege 0f Kentuck;, Danvi Kentucky 19/4-16 Teaciing Ass stanl  Jepe . of Bio!cgica] Sc iexces, University ?f Kentucky 1976 A.S Boter, Eiversily J Keneecky, Lexinton EMPLOYNERT: 1376-1977 iIc IP4l Leocriury 'ecnnicid""; Departient 3 cc edist Liversit; of Kencucky Co] Medncine 1977-197y Rescnch Analysi; Departnent siocnemistry, versity of Kerticky coilege 0 Aedic:ne 1979- 982 Research Ardiyst; Dejarlmem: 8igcnemi Lrivers Kaniucsy college 0: Aedic.ne 1933-presenL B;cm:#Icc/ Scientist; Eejartien: 3iochemistry_ Lrversity of Keniuck; Co) leje Xdicig Puhlicaticus 0f tile_Pasl Tcee Jezrs He]mann _ Io Jds {1964 Po ypeptide ch Reverses Cap Ancivg Jivilion #f Cell-ree Prozein Sytnes BE41 Cnem_ 21 4036-4062 Iinann Toon3u- Hiererl Staw, 'Trona 4nd Xnads ""(13u3}- 3 ree Trans ion 8i Topacco '-in Mo rus R7 {Gjuno recipitalijn ~rs Rrtiseni indrical Inc u,iun_ NA: Di wvsiox anu ~Iper Compcnent Proli: giroloy 14 134-44. Imnam Shajuddin Sh:m 2m;; Rnoais (1783, Nolecuien clouing JwA laktty Iczdcc? win ""ott T #irjs RN4_ Kirologg 128: 216-220 _ 1 i0gy 1egi stry, I Ciu . 4: N Cuj",1366,208
0000157356.tif,resume,original,"1981 Btographical Notes_ Barold Mendelsobn, Ph.D. Barold Mendelsobn 1s SocLal Psychologist , certffied by the Section on Social Pgychology, Anerican Sociological Association Since 1962 Dr -. Kendelsokn has beld Ehe post of Professer the Departnent of Mass Coznunlcatlons _ Dniversity of Denver Be served Chalrman of Ehal Dcpar-medt_ 1970-1978 and fron 1962 util the present has been che Director of the Unlversicy of Denver Center icr Mass Cormuaicatlons Research and Pollcy (forrerly the Coununication Arts Center) Hendelsohn recefved hLs Ph-D. 1n 1956 fron the Graduate Faculty che Ner School for Socfal Research vhere be afored in sociology and Psychology _ Be completed bi3 %.4 Yorr 10 Columbia Oniversity In 1946 Vhera be cooced- trated 1n sociology and 0a33 communicatlons under Paul Lazarsfeld_ 6is undergraduate Nork 7as done at che City College Of New York fror where received h18 3.5. In Soclology with Bonors in 1945 (uinoz In Psychologz) Kendelsohn excensIve reseercb experience has been mainly che Efelds oE soclal relatlons attitudes and Publlc opinlon conzunIcations Public health, and the socfology of politics Prior to oining the mass comunlca  ions faculty the Dniverslty Of Denver be was Associate Director the Pgychologleal CorporatLon (1958-62) _ Prerlougly _ Asgociire Hana Harketing CommmmlctLons Regeerch for the advertisicg firu 08 McCann-Erickson, Inc. (1956-58} , and Research Associace che Burezu Socfal Sctence Research, the AncrLcan Unlveralty, Washington, D.C (1952-56) Before afffllatlng with tbe AnerLcan Dniversity Kendelaohn served Senior Survey Analyet- utth cne Incernatlonal Broadcasting Service Ebe 0.S_ Departaent o2 State (1950-52) ; Scudy Director Alcz cbe Departuent of Sclentlfic Research of Dhe AnerIcan Jewish Corcnlecee wbere, ocher regearoh projects, he varked o the Authou4gari2n PergonallGr scudy (1947-50) ; amo 2 Research Fellov, Depaztnent 6f Soclology CItz CoLLege of Mev Yotk (1945-47) _ Since 1946 Yendelsohn bas gerved 4s-Principal Investigator gotp fifty nafor acadenic research grants and contracts valued several nillion dollars Yendelsohn L3 frequent contributor scientific social regearch journal_ and bookg  He I3 either the auchor or co-aucjor of four tooks: KegsEngertaineze (College and Univeralty Press 1966) #tnorities 224 the Police (Zree Press Mecnfl 1968) ; Pollg Televiaton_andthe_Ncu Zolitics (Chandler-Intext , 1970) and Ihe Regple  Chaose Eresident (Eraeger, 1976) AddILIonaIy- be _$ chc anchor oF numerous rOnographs, comnissioced Policy papers; and book revlers Eron: 1967 co I969 he gerved 45 0asg coumunicacions editor for the publishing 1 f117 QE Joht Sona, Inc- ger aDcn& Lan , JIey",2663,391
0000157356.tif,resume,gaussian_noise,"1981 Btographical Notes Barold Mendelgobz, Pb.D. Barold Mendelsobn 1s SocLal Psycholog_st, certffied by Ebe Section on Soclal Psychology, Anerican SociologIcal Association Since 1962 Dr . Kendelsobn has beld Ehe post of Profesaor tbe Departnent of Mess Cozunlcatlons _ University of Cenver Be served 35 Chalrman of Ehal Dcparzment_ 1970-1978 and fron 1962 util the present  be has been cbe Director of the Uolversicy of Denver Center icr Hass Cormuicatlons Research and Pollcy (formerly che Counnnication Arts Center) Yendelsobn recefved his Ph-D 1n 1956 frod the Graduate Faculty che Ner School for Socfal Research where he nafored In sociology ad Psychology_ He completed his %-4_ RoI< 10 Coluubia Wniverslty In 1946 Vhera be conced- trated In soctology and 0a93 cormunicatLous under Paul Lazarsfeld_ 6is undergraduate vork vas done &E che City College Of New York fror where be received hs 3.5 _ In Soclology with Bonors in 1945 (uinoz In Psychologz) . Hendelzohn extenslve resenrcb experience has been mainly che ffelds ofsoclal relatlons attitudes and Public opinlon, comnunlcations PubLic bealth, and Ehe sociology 0f Politlcs Prlor to oining the mass comiunica- tfons faculty the University OE Denver be was Assoclate Director che Pgychologlcal Corporatlon (1958-62) _ Prerlougly _ Aggociare Manager oE Marketing CommnlcetLons Regearch for the advertisicg firu HcCann-Erickson, Iuc. (1956-58) , and Research Associace che Buzezu Socfal ScLence Research, the Ancrican Unlveralty_ Washington, D.C (1952-56) Before afffllatkng vith tbe AnerLcan Dniversity Kendelsoh served 13 Senor Survey Analyat- utth che International Broadcasting ServLce tbe D.5, Departnent 02 State (1950-52) ; scudy Dlrector Alcz the Departcent af Scfencffic Research che Anerlcan Jewtsh Cornietee wbere, anOng oLher regearoh projects; be vorked O the Authouic2rie ergonalLGr study (1947-50) ; ano Research FeLlov, Depaztnent 6 Soclology College of Ner York (1945-47) . Since 1946 Dr _ Yendelsohn has gerved 4s-Principal Investigator sme nafor acadenic research grants and contracts valued several nillion dollars_ Yendelsohn L9 frequent contribucor scientific gocial regearch journal: and books Be Is either the auchor or co-aucjor of four tooks: Fa33Ezertaiment (College and Univeralty Press 1966) #tnoritie22d ghe_Pelice {Free Prcgs Necntl 1968) ; PeLIe Televiaton_and_che_Nevz Zolltics (Chandler-Latext_ 1970) and Ihe Regple  Cbaoae Erenident (Eraeger , 1976} _ Add-LIonaIIy- be _$ thc anchor oF numerous rOnographs _ comissioced policy papers, aod book revfere Eron: 1967 co I969 he gerved 45 Dase coumunicacions editor for the publishing 1 f117 OE Johr Rfley 6 Sona, Inc- Citz 0057",2664,392
0000157356.tif,resume,salt_pepper,"1981 Herold: Mendefgobz Eirold_ Mendelapbn _ 15; Soctil Peyclologist, carcified P% cbe ection cn . Social; Pexcholog;j= Ametiuan Spcio,ogicz; Assoc atio1, Sizce 1962, #4 ; Mendelsbhn-hai held  Ehe;jogt '0f;' Eiofesscr departncnt pf~Mess Ccinubtcatlons _ Odiversicy' Of Tejiver_ je. {ezved as Chalinan; 0f : Ehat Deparemeit; I970-1978;-icd froti 1962 uatil the' presert beei ' che - Direccor 0} the Uni jerS1Cy Jg Denver $ Cejter Zor Mi9a Coiruaicictons Regearzh and: Ralicr (foruetly:the' Coumiiicgtiqu Arte"" Ceitet} Be:; %ezdol{262, received hfs %b.D; 11 1956 ' fzoa the Greiuece Fdcul5# o8 the School: f6r  {ocial Reiearek vbere  he hifored tn soclology and _aychology: conpleted bis44 Kor} Jr ""Colunbia Igiveraity:in  1946 yhera concee trated ; h gocfology Jnd' aads cormuiLeaczons' under 8411: Gizarsfeld 613"" undettaduati Jork Iaa dope che ciny Coliege 0+ Nexc*ork"" 2ro=; yhere He_ redeived:,is .3.5.' :Socialogr with; Bonors 14 1948 (rinor in;""P97c-oiqgj}, Kendelaphr: 3"" ixtensIve Sesenret experierce has: beed in.the:figlds of. #ocly] Ielations  attifudes a24 'pliblic' Opinforg cquittunicetions eubric jeilib Ebe . gjcfologj poiittee' Prior to  Joliiag the ""cpnzunLca faculty at the Dpfversity 6f Deqver be: wis 10 {Ssociate Direstet of #he Pgxchologieal: Corgoratlon' (1958-62) Previougly} Re 449 'Esgocf1fe Hicager JE: rretiig Comhniceclong Resea-ch' %or the: advertisicg Jir_ iceni-Rridks9n Icc : , (1956.58} ;. and ;.Rejearch Ajcociice %6.tihe 34eiu. o8 Speki1 ScLetice Eaeareh;_ tja lncrLcan Wofveratty,.Washiigepe; D,C2:(1952*56). Before' iAf1Llatjag uith; tte Jnarlcan Whiversity,_ Kendelsgin served,3 Senior Survey . Analyjar pith Cie Interuatlotsl Broadcasting Service;.%4 Ehe"" 04S; lepurinevic: dp State (1930-52012 scudy trector; #Lth tpe Deparicent 91 4clerctfic %ejearh; 08. Elic-Apei-{cai Jewtsh Ciuiniet? nheit enong ouhet Tejeatch Projects; he.warked 04, the {otoida1o3, 23139021 ""8oitege scgdy `(1947-30) a62,. 2excarchc eLlov, 'Depiriert %4 C1c7 0f-Vet York (1945-47) Since 1946 Dr Yeddeltohn shis: gerged  4f 'Princigal; Izvesciaetor 911""  go12 02195 acadenie festirch grdrtg Ard  contiicts {ilucd seyeral milliox-doljarg4 Dz ; Zendeltoln %3 ' & Erequent cdbriibutor Ec.sclentific social -/ucardh jojioals ind; book? _ Ee %relcher the author or:/88-auchor .%t, Eaur' tooka: Yiaz 2ncLt4iiiezt (College.and Waiverayey: Pross_ 1966) - Minoriaiag a2dthe 2ellce Free rcgs Hlacail 1968)   Petle Televtdton: 4hd_che Neuz Zaltice (Chandler-Icert;.1270); ind Ie ReonTZ Cboc e # Ereuideny: (Eraeger;. 7976). idditionaily` j 0 tp-anthot""od DHLerouI coqogtaphs, comit-sioned,policy: Papers, #d; book evie t Erom 1967 ,%6.1969 pe; gerved _ cbutui) ocions cie PibfEshing 1 #11 &4Jort Vilcy 4 So18> mc bij. 68; and _ 38 Elon? Mf9"" 2df",2747,381
0000157356.tif,resume,gaussian_blur,"1981 Btogtuphieal Soter ~Aarold Meadeleoha. Fi.d . Barold Ecadelaoen 4 Eoclal Parchologtat , eart4lad bY EaS#ceion cnSochl Parctoled . Kearie4n Socologtetl A eocftion . Enca 1962 Dr . KendaLeotn 644 bald Eh4 Poue 02 [rolaniar Ei 0zaeereae 0L 41ad Cot LE4lond e [0l7enl5y % Baavar _ Ba 405a 0 Culra ol Ehae Depareecot 1970-1978, And %0 1962 @Et Ehe Predeee, 044 Baea che Director 3509870daat tat%t Cosrualeaeiend Leaeareh 44 ZoLlcz (Lonarly Ehe nleaeioa Area Cacear) . Dr . Yndaljotn Fecelyed Ab Rd. L 19S6Ira Ehe Grcu45e Faculty 0 Ehe ahool [0r Sehl Laieareh Ucer Ba eajorad [n #octoled 424 Parctoled} . Corolared El KA Mort JE Coleebla Dnlvortldz 4 1946 ~tara E# Coccee = craeed4 eoctolod and 4441 corlakeaetoat endar Faul Lu. EL aeraduate Lora 0 cone 45 €Ra Cig Coulere 0 Na Tort {ro3 Vharo 14 [ecelvud A4 Basa soclolod Vtd Bodora 1 19-9 (alo? 4 Paycholod) . Dr . Kadaltoha' 4 axtenalva [anearch erpar [ence Aia Baco Hlnly 40 cta[elda uoetul rLadtodt. HEEledat 4Ad pubLLe Oplalon_ Co unleaelodd public Ealleh 7434 214 Loctolon 0 Phee _ Ertor t0 Jolalas Eha 2480 Coeuale - Lon4 254 Dalverulyy % Dadver 84 444 4 Miceliea Direetar 0 244 5 Corzoratioa (1938-62) = Erartoualy. 4e vab 44tocu4ea Laager 0[ Mafketios Con unlcaelons Radearch Zor Eha AdverEaol * 0 KC4na Erte 20 _ Inc . (1936-48) , 42d 4 Reatarch Acoche Eea Euread 0f Sochal selence 244e4rch = tha Lerican Dalveroid, Hashlaston, D.c. (1932-86) . Lalord MAAlaclat #th E48 rLean Dalver4157 Dr . eraltoha aanvad Alja MEh Eha [neeroatLonal Broadea elng Sanics 0 EEa 34r45 aene ol Se4te (1950-52) ; 80147 Diractor #1e2 Ee8 Departecoe Sclenehie Ledeareh 0 Esa Lariet Jeulab Coalee4d Ubare. I29ns @Eear CeA5e7 projecea Be Lorked od [48 Aehorkearua Eanonallel 'udy  (1947-S0) ; RarCh Tellov . Duparatnt oesoctoloo, C5 Clate Acy Tora (194867). Stece 1946 Dr . Eapdeltotn 444 narved 40 Frincipal Lavaaeieator 00r4 {457 ajor Acadaale [9444rCh Erunei 44 Contracth valucd 4 Hev9r4l ALon @LLr- Dr . Candeleoha Enetutat Ecoctibucor acicatifie #ocial 4rehdountl: 40dbooka  aebar El0 auctor Or cozautsor 0 Eour Gookat R4 (Cellege 4nd Dalverolty Ptete . 19g0); NegrlanLhaoliss Haca 1980): Ee uon aacha DEl (4Tnr- 1970) DLee240e Bnlda @aar, LddtetonLy. pa4 re uathor 0 rou4 eonotrapht . coralatonad Poliel Paperaa 404 book raaat Foz 1967 t0 [969 Ee Je5ted 4 anleaeiona edltor {05 E52 publaahine 1 4ne Jota sona. Dc. Dr . Aar U",2366,397
0000157356.tif,resume,motion_blur,,0,0
0000157356.tif,resume,rotation_5,"1981 soha , Ph.D . Soces Biographical Section Eke Mendelsotn i5 #ociolchilof-sEsoeistioa"" Dr . Earcld Eigctelsgy, Arerican Ebe Departtczt On Soclal held the post Erofesser #3 Chaires  Dr . Mendelsoka hes ot Cezver ha3 been  che Since 1962 Comnunica5cons, Cniveou  3962 che caticns Regearch Ya53 fron Cenzer tor Hass Department Universicy of Denveie ACS Center) Dircctor of che Enc Couaunication Faculty che Diregolicy (forrerly 1956 Irca the Graduace 42d psychology recetved hfs Pb.D- soctolog? Yendelsohe Eesearch Colerb;be Iniversitz In 1946 whera 6is NerSchool for 4 Coltnbia uader Paul Eaziratoli yhere be bis and 0a93 coutunCitE Goilegdeot Ne fork {-02 log7) soctology done Che Cicy 1n 1945 (ainoz Edereraduate, G.kL3 Socdology vith Bonora ffelds Js 3.5 . been mainly i tiu received has Yendelsohn extensive  and 077772573= che Dr . relatLops_ Prior co Dizeccor and Ehe sociology % o1 Deaver be ""is Ve9 Associate health, cbe Dniver  8 Brevioualy' the Jdvertisics {i7 & Llans faculyy CorporatIon Regeerch for che the Buzeeu Eachelodin..62zce CoraniccrLonsd Cerezgity,stochicgto8, D.c (1952-56) _ Hannger_ Ioc. (1956-58} , Unlvcraity, HcCann-Ecience Zeaeatch, fhe Hecitca  Uuivec;isy SEnzedeohic: Ebe Soctal Scfencecie3 cbe cheetucer %qiogti ""roiteccot %fer tbe Departuent Before SifveiaAzaiyec Vith&6 Scud7 DirecEor Mbere Zon8 %8  Senlor Survey oE Scate (1950-52)4 Jevish Corntctes (1947-50) ; 0.5 - Depairic Eeaeazch % cbe Leerlcen 2e5gonel45 Nev Zore Sclenctfic chc Soclology, C1t; CoLlege regearch leccs'  eilo9, Depazt ent OE and Research (1945-47) Eigator 01 sore [1f3y Principal Iaves iillicn dollers; Yendelsohn hzs sended tracts valued at Slace 1946 Dr . research gTancsont4 con scientific social Yeg 2n59554129 njor acadente {zequent ccntc-burocotGutoor &8 Eaur books: (ree Progs Hecuzllan , Dr . Mendelsohn eicher the 305368); ,inoleles the Zolice 1970) = and and bookg - He I3 Press, 1966) ; ""Chandier-Lncext , {Collees .n4 UaeveraLEo Ecd the Ney 2ol49res  {G63l0220"" Choogtevii gad { G.aozer, 1976) Pegp e Chooie ccruLsstored m2 the author of nunerous Eonographs, 1 Sadersonall/b668 {or che lishing papers; comaunications edicot 48 D138 1967 co 1969 he Er0n ULIey Sonn, Inc- 1r of Jot Headel ~darold certfffed SocLul char served Present , util Cozal and 1970-1978 _ Ejored Codced - Soctal Fork corpleced Psycho  trated PubLic experierce retearch epinlon , Publlc Jttitudes PoLlelcs Associate soclu (1958-62) _ Jerved Lich acudy Auzhoukeartea Korked Proj #Cveral jourals retearch 42d Policy Fevlene Pub_ Jcrved",2525,377
0000157356.tif,resume,rotation_10,"cbe in the cbe Dr - b29 Rese bas DT - %or of %ass Ehe che Irca the ad & Direc= In 1956 1946 Ris hls ?._ under Baul Tork {rcze Dr . for Coilege. Hei bis %.4: 0293 and e8 cbe che 4a9 been has ma5s of che hs che apd he %as {1r2 che ehe phe 562) ior the tions and Ehe Dr . Inc the Ebe ekson ancn8 Science the sezc, Ene York coliege o8 Cbe Cic} 2ea ou the 603y proje ba8 Yaee TC_ Boice %70 and 1946 Ebe 1970) : the Dr - He I5 and 2n4 che  ""(rzezer, che me cbe J0d be Ica 1967 co Erod Joha VLIey 17 of 1981 Ph.) _ Ycadelsola , Barold Seceion Noceg- Biograpbiesl certiffed Peycholog-st , AsSOC14E100 . Departzcde SacLal Socfological Ehat Chalrea Frofesser Yendelsoln AcerIc4n served earch Barold been Post Paychology, che beld Coznun C1tiens Sochal Bezver _ Present KendeLeokn the Doiverjicy utfl Hss 1962 1962 Cencer Connun leiclons _ fz0n Ceacer) - ehe Since and Danver 1970-1978 _ Faculty Arte Psyctology_ Uolver6l6y Coznnication Graduce Dcparenedt _ soctolcsy codced (foreerly cor Yere efored Zollcy Lzrffeid Oniv0raley 4d Ubere Jhere receIved Researeh Psychologz) _ YendeLsobn Colunbia Socfal cornunLcacLons Bork School (alnoz Helds 1945 C1cy Ye7 compleced soctology Bocozs ululy Public done vich coeunic Elo03 , corzunlci- treced Gork Soctology undergraduatc expericnce 3.5 . epinton , Direccor resentch joinLos received Publle Associate exzenslve Prior Agtociuze atrieudes Yendalsohn PoLleics 7as advcrtlatng relatLops _ Denvar Pzerlously . Bezeu socfology goctal (1952-56) . Dalver316z and Research clace (1958_ healeb, As60 Hashlogton, eerved Laculty CorporacLon Reaearch CoruunlcntLons Hcrdelsonn Paychologieal Uolvezalty (1956-58) _ Harkeciog Selce Departeent ArerLcan Doiveraley Broadcaseng Hanager oeher Jleb ReerLcan Reaearch _ Iccernatlonal (1947-30) ; Director HcCana Hich scud} scudy Cotaleeee Soctal 4ftLcLng 2enen2l15z Vich Ney (1950-52) i Jenlsh Anlyat Before AzerIcan Auchor [52r42r Survey Scale Sanlor LaenE Sociology- Jearch Depar Yarked ScfeneLfle Depuzeeent Go1e ects , dollara_ Fellov, Eigator reacareh aLon Regearch lovese dourale several PrIncipal 2ni95tlniend retearch and valued social Nacaian, (1945-47) . Jerved contricc] scicntific Prcss booka: Yendelsohn and four grantz contribucor zuthor research  Jed Stace Ercquezt atexc, acadeale #oore 4 aucbor (Chindler- eljo5 1966) ; Yendelsohn eleher Bellue Press , Policy Kez Daiveralty 7976) _ cornissioned books _ and Telazue (College Breiidene Fonogzaphs, Bolle 1968) : nuzerou4 Publishing Chegee Regple 1ochor :or editor comunicatione Addfcfonally . ravlere- baok p4ar Pepers. gerved 1969 Sona,",2568,397
0000157356.tif,resume,brightness,"1981 Biographical Notes_ darold Mendelsohz, Ph.D. Dr . Barold Mendelsobn Ls SocLal Psycholog_st, cert_fied Lhe Section on Social Pgycbology, Anerican Sociological Assoclation Since 1962 Dr . Kendelsokn has held Lhe post of Professer the Departnenz of Mass Cozurlcatlons _ Dniversity of Denver_ He served Chairman Enac Dcpar-ment 1970-1978 and fron 1962 util the present been che Director of the Uolversicy of Denver Cener icr Mass Cornicaticns Research and Pollcy (forterly che Coununicaticn Arts Center) Yendelsobn recefved hfs Pb-D. In 1956 fron the Graduate Faculty che Nex School for SocLal Research #bere be afored in sociolcgy and Psychology_ He completed bis % A Yotr j0 Columbia Iniverslty In 1946 Vhera be cojced- trated In sociology and 0a93 cotminy catlons under Paul Lazarsield 6is undergraduate vork 4a9 done at che City Callege f New York f-cz vhere received h1s 3.5. fn Soclology wich Bonozs 1 1945 (uinoz i Pychologz) Kandelsohn excensIve researcb experierce has been minly che Efelds oE soclal relatlons attitudes and public cpinton couzunIcations, Public healch, and Lhe sociology of politics Prior to oiiing zhe nass  conmunica- ions faculty the University Of Denver be wis Assoclate Direstor the PgychologLeal CorporatIon (1958-62)_ Prerlougly _ Asgociire Hanng oE Marketing CommmlcetLons Regeerch for the advertisicg firu 0f McCann-ErIckson , Inc. (1956-5 8} , and Research Associace che Buzezu Socfal Science Regearch, the AncrLcan Unlveralty_ Washiagton, D.C (1952-56) Before afffllatlng with tbe Anerican Dniversity Kendelsohn served Senior Survey Analyst uith cne Itcerafiona Broadcasting Service Ebe 0.S, Departnent 02 State (1950-52) ; Scudy Director A1c cbe Departvent of Sclencific Rescarch Dhe AnerIczn Jewish Couolecee nbere, ocher regearch Projects, be xarked the Authocicariar ZergonalLGz scudy (1947-50) ; anoi Research Fellov, Depaztnent 6f Soclology Clty College of Nev York (1945-47) . Since 1946 Hendelsohn bas gerved 4s-Principal Investigator Gomp fffzy nior acadenic research grants and contracts valued several nillion dollars Yendelsohn 13 frequent contribucor scientific social revearch journal and books  He fs eicher the auchor or co-aucjor Ecur tooks: KaasEugertaitteze (College and Uaiveralty Press 1966) Xtnoricies 324 thePolice (ree Press M2cni1_ 1968) ; Polls Televiaton an4 che_Neu Zolitic (Chandler-Lntext , 1970) and 1hg Pegple  Chaoge Eresident (Zraeger, 1976) AddILIonaIly- be _$ Eic author of zuberous conographs, comissioced policy papers, and book revlers Erom: 1967 co I969 he gerved 45 MHIT couunicacions editor For the Publishing 1 fir1 OE Joht Wley Sona, Inc - 6a3 ger 120ns Lan ,",2642,391
0000157356.tif,resume,contrast,"1981 Btographical Notes_ darold Mendelsokz, Ph.D. Erold Mendelsotn is Soclal Psycholog_st _ cert_ffed by Ebe Section on Social Paycbology_ Acerican Sociological Assoclation Since 1962 pr Kendelsotn has held the post of Professer the Departienz of 'ass CozucLeitlons _ University of Cejver He served Chairman Enzc Dcpar-ient 1970-1978 and fron 1962 util the presezt che Director of the Jnlversicy of Denver Cenfer icr Mass Cornlicaticns Research and Pollcy (forterly the Coununicaticn Arts Center) Yendelsohn received hfs Pb-D In 1956 irod the Graduace Faculty che Ner School Eor SocLal Research #bere be ajored in sociolcgy and psycholcgy_ He conpleced bis %4. Yotr J2 Columbia Iniveralty 1946 Vhera be ccjcez- trazed Io soctology and 0a93 cotminy catlons under Paul Lazarsield 6is underzraduate vork 64a done che City Callege f New York f=cz vhere received hs 3.5, L Soclology wizh Bonozs I 1945 (uinoz I Psycholcgz) Kendelsohn excensIve reseercb experierce has been Wjinly che Eields oE socLal relatlons atticudes and public cpinlon comtumicarions public bealch, 2nd Lhe sociology of polltics Prior to oiiing zhe n2s8 conunica- tions faculty the Unlversity Denver be vis Assoclate Direzccr che Pgycnologieal CorporatIon (1958-62) PrerLougly _ Asgociire Manager Harketing CopmmlcztLons Regeerch for the advertisicg firn McCana-ErIckson , Ioc. (1956-5 8} , and Research ssociace che Buzezu Socfal Science Research, the AncrLcan Unlveralty_ Washiagton, D.C (1952-56} Before afffllatlng with tbe Anerican Dniversity- Kendelsoh served Senior Survey Analyst uith cne ItCerafionae Broadcasting Service Ebe 0.S, Departnent 02 State (1950-52) ; Scudy Dlreccor Alcz cbe Departzent Sclencffic Research 01e Anericzn Jewish Corolezee wbere, J0003 ochez regearch Projects, be xorked the Juthon4c2rize 2erg0ualltz scudy (1947-50) ; ano Research Fellov, Depaztnent 6f Soclology Cltz College York (1945-47) _ Since 1946 Kendelsohn bas ger4eo 4s-Principal InvesEizator Gotp fifzy rior acadenic research grancs and contracts valued several #illion dollars Yendelsoh 13 frequent contributor scientific social revearch oural and books Be fs eicher the auchor or Co-aucjor tooks: %ags Euzertai zent (College ancy Uafveralty Press_ 1966) Xinorigie 224 zhePelice Fzee Pregs M2cn:1_ 1968) ; Polla Televiaton an4 che Zalicicg (Chandler-Latext , 1970) ard 1hg Regple  Chaoge EresidenE (Zraeger; 1976} AddILIonally- tic auchor of zuberous conographz, ccrniasiored policy papers, 7nd book revlere Eroj 1967 co I969 he gerved J3 Dast coumunicazions editot for the Publishing 1 firv OE Joho #fley Sona, Inc- 6a3 0eer Ncy Ecur Lan , Xey",2606,381
0000157502.tif,resume,original,"393 LIRAUILLMle Wum Caelaat @reh; 9273 Elantloz #tiy3 Aebrh 0 Rdicino , 19417 , [ost1 4442t4Tuining lbutilAeco ntanty Eoratine Iot natp Gerc' Totone Wpeeeeburon 447-[243 Jtey Hep Me-Aee cinic P868. 1965*5 aag [Jolo :  lot UvE 14.-1952_ Atales Ejc onieeri Gothoie 1252-84_ Ate )tnch euci cievcleng enralun Ece, Neisrr 'Sa4d0es-1970_ Deaelceorins An Jurn R 1557-192n4 mmoinc Uomtere Shar cuicmi Cathonar. Kacern oe Wiryi, Aed Iidayntraliy Maachfna Foutt 2f6tu-al Md Kent Cruv 7et; 8aursio 6a 87 Ptou55u"" 1ie 9r Ptutoean Cremnnnm Ahhlrty nieltG?_ Certiciceticct Cainia Acrccam Mlmenoy Fettciontc inatoit cnean Reiaiecy, 962 . Hnenunburitlies p Senlor Resezrc; ""clo 04 1257-1961 Girtit 'art~-Dvi {4 iecrie Ailhalogy , Lia TEr edicing aEEcer Ccaeree Taray/ Lutict Ceticceion _ LFLIr Wnttetjd 246 0 lu Ablonizt: Decteroledlt selety clinics Ratbtc: ~elty for Dprianal #ciclac alctoe  Tor'qweben: Scle-ee Uttrsia AicmesOi Patbolotleto (?lute Sceict sudy rtria :. 2 7 T , Ei E214 clnlc Smt 9i 0825 #iatur;""",997,150
0000157502.tif,resume,gaussian_noise,"393 LIRAUILLLE Hamal C(CKGR @reh: 952/27 Eetlo} Dly Nebr.%77368 .17 DutT 4044t4 Ilning_ Hbutal Anqo ntainta Eoratino lntecatp Certe i0281 Uadnuron 4447-[948 {jrehe Jce-494 G Ea 33 Cleur zi 923044 ibt Lacjoniery. Ilit Kalir_ Fothoten 3 1287-344 ate Rtatoein eucl cictaiend Lateratene ~rel 67 'Grieiz 8  scs-1970_ Cean corzns 7369n , % 457-19zn_ Tincant Uomtorid Sh are o Jufuh 49nn- Cuicin L catno 130f. Pura 165an Hil thraiy Teachfna Tctfont PMaatu Dln Cnia Eiee Piliebussh.1555.1953 Acemnnny Ahlrt;"" Nertdt Carhicicetic Ditia Arcicac Pathelory 17 TzaFoloplc inttoot Aac neeia eCy, #clnentmitle: L0A= Fh Scdior Kesezrc; Fcla J25-1961 Aartit 03 42-1965 Par' &-Nvi: A#rd BeerLau te Yecr Fedicing Eade[ Ceraerco Hak Lueecmu Metirceico  nrt Lbar Club _ #x73 + 9sbarsh, gntlu K;  Nmbloniet: Decteniclett 7atEonc- Ocett e5beri intslienne #otoe  Fer '4Rbtn: Sleze rsiay KcI; Patboloalet; (?lute €a). Sceicr Iy Krriac e7 1 Ciele 342 806 7 2ie Fill c2",942,146
0000157502.tif,resume,salt_pepper,3393 Mam; 3141 (ibi Llitlp 07-Io5 Gla nner 06 Cchcicetic _ Mlueo: 41c '212c4!c Elce ;' 8t FFfa ,95,18
0000157502.tif,resume,gaussian_blur,1,1,1
0000157502.tif,resume,motion_blur,,0,0
